"ID","Species","Date","Region","Name","N_eggs","W_test","Value","Type"
"4927_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"A_0",0,"Angle"
"4930_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",3,"A_15",15,"Angle"
"4932_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",2,"A_90",90,"Angle"
"4934_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"A_90",90,"Angle"
"4940_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",3,"A_90",90,"Angle"
"4942_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"A_90",90,"Angle"
"4953_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"A_90",90,"Angle"
"4956_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Добрушка",3,"A_90",90,"Angle"
"4957_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_0",0,"Angle"
"4959_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_45",45,"Angle"
"4961_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",6,"A_45",45,"Angle"
"4962_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",2,"A_15",15,"Angle"
"4963_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_90",90,"Angle"
"4969_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_15",15,"Angle"
"4970_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_90",90,"Angle"
"4974_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_90",90,"Angle"
"4975_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_0",0,"Angle"
"4976_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_0",0,"Angle"
"4978_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",2,"A_0",0,"Angle"
"4980_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_30",30,"Angle"
"4981_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_45",45,"Angle"
"4982_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_30",30,"Angle"
"4983_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_0",0,"Angle"
"4984_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",5,"A_90",90,"Angle"
"4985_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",5,"A_90",90,"Angle"
"4988_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"A_90",90,"Angle"
"4990_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"A_90",90,"Angle"
"4992_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_90",90,"Angle"
"4994_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_90",90,"Angle"
"4998_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_90",90,"Angle"
"5000_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_45",45,"Angle"
"5002_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",7,"A_60",60,"Angle"
"5004_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_15",15,"Angle"
"5005_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",6,"A_15",15,"Angle"
"5008_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_90",90,"Angle"
"5009_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_45",45,"Angle"
"5013_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_0",0,"Angle"
"5014_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",9,"A_90",90,"Angle"
"5016_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_15",15,"Angle"
"5018_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_90",90,"Angle"
"5021_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",3,"A_45",45,"Angle"
"5022_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_75",75,"Angle"
"5024_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_0",0,"Angle"
"5025_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",3,"A_90",90,"Angle"
"5027_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",8,"A_90",90,"Angle"
"5028_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_0",0,"Angle"
"5030_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_90",90,"Angle"
"5032_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_90",90,"Angle"
"5034_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_45",45,"Angle"
"5036_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_45",45,"Angle"
"5038_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_75",75,"Angle"
"5048_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Малая",4,"A_90",90,"Angle"
"5052_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Малая",4,"A_0",0,"Angle"
"5053_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_15",15,"Angle"
"5054_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5055_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_60",60,"Angle"
"5062_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_0",0,"Angle"
"5063_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_0",0,"Angle"
"5066_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5072_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_90",90,"Angle"
"5073_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5082_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5083_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_45",45,"Angle"
"5090_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_90",90,"Angle"
"5091_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_90",90,"Angle"
"5096_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_45",45,"Angle"
"5098_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_90",90,"Angle"
"5102_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5103_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5107_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_90",90,"Angle"
"5109_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_90",90,"Angle"
"5111_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5112_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_45",45,"Angle"
